N,True_a,True_v,True_t,Est_a,Est_v,Est_t,Bias_a,Bias_v,Bias_t,Squared_Error
10,1.2387765407282958,0.7928644816970667,0.38898084610460215,4.955655657182722,0.2797398481693532,0.7313507900175932,-3.716879116454426,0.5131246335277135,-0.342369943912991,14.195704434362971
10,1.9106878765293716,1.930892865503881,0.46594575608817945,24.318076352565875,0.2840173161114284,0.9787767389382649,-22.407388476036502,1.6468755493924527,-0.5128309828500854,505.0662530081711
10,1.7795141832010402,0.9416733381043785,0.2540390914407701,1.2827499223285448,0.6605323809719078,0.650017753923787,0.49676426087249537,0.28114095713247067,-0.39597866248301694,0.48261406979939736
10,1.9042321612411715,1.5440446950124596,0.32802446803574603,26.106012620040683,0.2645656722523177,0.8850602410189948,-24.20178045879951,1.2794790227601418,-0.5570357729832488,587.6735327979961
10,1.6111529266313067,1.5455236114929018,0.38099363359484373,27.252895356151146,0.25343196340750107,0.9118291348798441,-25.64174242951984,1.2920916480854008,-0.5308355012850003,659.4502419783146
10,1.8006084778701554,1.869860828834707,0.3045369595443751,18.906264063275554,0.3653156834969088,0.8009631607802525,-17.105655585405398,1.504545145337798,-0.49642620123587744,295.11354807414386
10,1.6936890041541517,1.8350080127263495,0.23519806274061433,31.939969156294048,0.2162417485393068,0.6695205104727714,-30.246280152139896,1.6187662641870426,-0.43432244773215706,917.6465032484059
10,1.1983970271986903,1.313966952061365,0.21461650085131379,4.553719779431719,0.3044311965311342,0.45902878162867894,-3.355322752233029,1.009535755530231,-0.24441228077736515,12.337090576341415
10,1.2833648900822066,1.6549903296479163,0.1863284109987373,8.03828636538214,0.2733448993306378,0.6531435976382903,-6.754921475299933,1.3816454303172785,-0.466815186639553,47.75582465106216
10,1.5891370005839924,1.963778119193802,0.30652013932047817,23.899990711256454,0.2889856679063728,0.6157108022779608,-22.31085371067246,1.6747924512874293,-0.30919066295748265,500.67472191997655
10,0.617684572013399,0.5380261151231862,0.48505936587117005,-1.2429915758878423,0.3262010105084978,0.5345307129041459,1.8606761479012413,0.2118251046146884,-0.04947134703297584,3.5094330164908825
10,0.734655564006629,0.875364347246893,0.3196906658824482,1.052048798597283,0.38540522896730517,0.37133672425248676,-0.31739323459065405,0.4899591182795879,-0.05164605837003855,0.34346571829439054
10,1.6068453750436529,1.331531078767101,0.34468829849374094,10.865405743552305,0.20222204574735606,0.7297663450683537,-9.258560368508652,1.129309033019745,-0.38507804657461275,87.14456409133278
10,0.5215902329446338,0.6741089607603743,0.11840105680870111,20.867471780325495,0.06643326875979928,0.1924667507006978,-20.345881547380863,0.607675692000575,-0.07406569389199669,414.3296514137132
10,0.6467512409765022,1.2374238126752486,0.2893887083122263,24.396158211499145,0.05682428967305434,0.33739020974139666,-23.749406970522642,1.1805995230021942,-0.04800150142917037,565.4304508293619
10,1.4526404763014658,0.5679560146580668,0.2498450458505885,1.4058295365798978,0.6027031288932154,0.8119739236856652,0.04681093972156791,-0.034747114235148646,-0.5621288778350767,0.3193875013214093
10,0.7444016406221445,0.6058531211006448,0.35696771128252625,24.244213736814345,0.09062882389952613,0.5143917545386955,-23.4998120961922,0.5152242972011187,-0.1574240432561692,552.5314069621628
10,1.082254889309783,1.4649323276635298,0.2833011561966067,6.236552176459598,0.22228537850650526,0.5072042492881941,-5.154297287149815,1.2426469491570244,-0.2239030930915874,28.16108455966518
10,1.8580259629340956,0.7936867021839447,0.1277445203500662,12.585355519635607,0.5487929814833336,0.751421889400497,-10.727329556701513,0.2448937207006111,-0.6236773690504308,115.52454581318612
10,1.7673129664541818,0.5349079036037387,0.42578739303557434,2.7996581144072787,0.4951655896789333,1.166272741004223,-1.032345147953097,0.03974231392480543,-0.7404853479686487,1.6156345065746502
10,1.8162080202905795,1.6026065657058286,0.42139237215393943,25.097454892739727,0.2751974177527683,0.9881488624042475,-23.281246872449145,1.3274091479530603,-0.566756490250308,544.0996839012333
10,1.98575771300101,1.1189265153671397,0.24880723431711327,2.66258243417147,0.5206578182625439,0.9974508657173105,-0.6768247211704599,0.5982686971045958,-0.7486436314001972,1.3764844239587757
10,1.1434910410625276,1.626306601687246,0.40181714963387294,31.199526498498646,0.22137370510994497,0.6558604025721404,-30.056035457436117,1.4049328965773011,-0.25404325293826746,905.4036418369056
10,0.9800744015459176,1.8432848427443007,0.25568067149366525,53.45922967471833,0.1291966760590054,0.4605024401025495,-52.47915527317241,1.7140881666852954,-0.20482176860888424,2757.0417883858063
10,1.360156832184929,1.447755818254699,0.2793782087913279,14.08131811765299,0.156038274185545,0.7335242649856313,-12.72116128546806,1.291717544069154,-0.45414605619430337,163.70272730490427
10,1.687368565588773,1.6844272141918308,0.13648244121947617,28.215331382024846,0.2447872996823508,0.5856090673019674,-26.527962816436073,1.43963991450948,-0.4491266260824912,706.0070889999199
10,1.8315562741374496,1.026372518828118,0.14682680657104236,11.196849838174073,0.6168480312293688,0.8736921005437225,-9.365293564036623,0.40952448759874926,-0.7268652939726801,88.4047670021108
10,0.6261602091724962,1.55145369718868,0.12910520254567742,1.774598666659215,0.2284827075135111,0.19630978275875696,-1.1484384574867188,1.322970989675169,-0.06720458021307954,3.073679585758186
10,1.9799593677517633,1.0614061936341805,0.24825685882675638,1.8203174806504312,0.7615673506714574,0.7353268200240581,0.1596418871013321,0.2998388429627231,-0.4870699611973017,0.35262601096724
10,1.6657203738911552,1.3376063746037077,0.26968880369879056,4.713339933188245,0.2941214469507103,0.7502203259545402,-3.04761955929709,1.0434849276529974,-0.4805315222557497,10.6077563163306
10,1.2029909629911895,0.584454913522756,0.14752716650722877,4.069697541964155,0.340638179330355,0.5831663842104481,-2.8667065789729653,0.24381673419240102,-0.43563921770321934,8.467234737800203
10,1.9432588227118128,1.062305869285556,0.2142848345127443,2.5182396520037553,0.5505013631315117,0.8957409812768726,-0.5749808292919425,0.5118045061540444,-0.6814561467641284,1.0569292865354485
10,1.3307814266019813,1.9539538034286483,0.30923913766805955,8.584996112260573,0.2559377486727427,0.5611560695050447,-7.254214685658591,1.6980160547559056,-0.25191693183698516,55.57035136837975
10,1.3764714678846504,1.8517370157364834,0.11817855213658315,40.21945648094198,0.17172670600164186,0.5969866112932685,-38.84298501305733,1.6800103097348416,-0.47880805915668534,1511.829176522925
10,0.782181739585642,1.1955476074099733,0.24134089121042113,4.539909229200376,0.18663321613071984,0.30634919647348796,-3.7577274896147337,1.0089143912792535,-0.06500830526306683,15.14265021488981
10,1.5270967588308189,0.743925409017337,0.46437087379753705,0.21979314714973217,1.8447577341068995,-0.02355008231304101,1.3073036116810868,-1.1008323250895624,0.48792095611057806,3.1589414004883665
10,1.7990958342506125,0.5678280051592841,0.11054678979890081,3.075774373081481,0.4507139318320753,0.867952115121651,-1.2766785388308683,0.1171140733272088,-0.7574053253227502,2.217286624509873
10,1.9548715967219048,1.7631783847035631,0.43533148188445514,24.754933787443733,0.27900518086426135,0.7676755933926339,-22.800062190721828,1.4841732038393018,-0.3323441115081788,522.1560586082318
10,1.7970835643825798,1.7193515136951163,0.49988706931445226,1.5494826074480363,0.5468263124183654,1.0696530282771688,0.24760095693454343,1.1725252012767509,-0.5697659589627165,1.7607548294966908
10,1.7744710860161172,0.8710221526147965,0.28021765412403743,13.077217165595442,0.5281517230454335,0.9404449988408563,-11.302746079579325,0.3428704295693631,-0.6602273447168189,128.30552921763072
10,1.507551026608785,1.4271923606868437,0.24326508721313622,15.634993565099386,0.4417497679094599,0.6716377015558059,-14.1274425384906,0.9854425927773838,-0.4283726143426697,200.7392328787323
10,1.28024525166799,1.7782722504778101,0.32076273550979423,10.04874430332997,0.21865663121790246,0.5876098744034445,-8.76849905166198,1.5596156192599078,-0.26684713889365025,79.39018389437223
10,0.5431740144700085,1.6327058835104284,0.3481238205413859,2.679343225561303,0.15133003649550056,0.40409589102111076,-2.136169211091295,1.4813758470149279,-0.055972070479724856,6.760826171207388
10,1.0258813382098955,1.3848765302819497,0.25689761803989297,6.480213183876284,0.21392727704841463,0.4580265555725905,-5.454331845666388,1.170949253233535,-0.2011289375326975,31.161310885811712
10,1.6754795191117147,1.0948141734819052,0.3488346800911494,1.1018273284063191,0.768993324582658,0.7616727751634993,0.5736521907053955,0.32582084889924723,-0.4128380950723499,0.6056713542214922
10,1.188703634357392,1.9700488629282156,0.29704723759714785,35.07789299184258,0.19689765232634496,0.46588036918216874,-33.889189357485186,1.7731512106018705,-0.1688331315850209,1151.649725149467
10,0.6933195828659738,0.6920687584366587,0.16076107740491774,12.719994572182529,0.10898545225416924,0.2427083681983908,-12.026674989316556,0.5830833061824895,-0.08194729079347307,144.9876127990695
10,1.8451826148590178,1.2109424603943086,0.36702309540841094,20.289639917921697,0.34040795236330756,0.8951995305311822,-18.44445730306268,0.8705345080310011,-0.5281764351227712,341.23480588079406
10,0.6330538006355835,0.6809538066509012,0.2843115072130903,14.248016614551256,0.05946777599359848,0.3836024821564748,-13.614962813915673,0.6214860306573027,-0.09929097494338451,185.76331600831395
10,0.5589682097616484,1.699115598363564,0.35116015579636317,50.04657352361475,0.043903596642824054,0.42145609984635324,-49.487605313853095,1.65521200172074,-0.07029594404999007,2451.7677479900917
10,1.6223895355754876,0.776781529034566,0.18373972933468413,3.190394419633574,0.43452130952483004,1.0739748735832124,-1.5680048840580865,0.34226021950973595,-0.8902351442485283,3.3682999863440637
10,1.1938020741997217,1.621206407200635,0.11467328115623916,33.55117469145918,0.2058573162389674,0.4255601977617922,-32.35737261725946,1.4153490909616675,-0.31088691660555307,1049.0994264163744
10,1.2981702278979734,0.6607580170096641,0.2789649467293819,2.254353616093993,0.37584958026916576,0.5607349897943554,-0.9561833881960198,0.2849084367404983,-0.28177004306497355,1.0748538463567718
10,0.5301067966665896,0.9831187483747674,0.18457920279861786,8.31869089123992,0.10185471145219002,0.2806303871522069,-7.78858409457333,0.8812640369225774,-0.09605118435358903,61.44789433102946
10,1.247663298393586,0.6303804321311355,0.3148426167274191,1.3455978007441998,0.6296813653519608,0.5498369714226072,-0.09793450235061374,0.0006990667791746397,-0.23499435469518815,0.06481400218363201
10,0.9256638586980868,1.0446234445979528,0.35836689653264053,3.1140694475668482,0.27208701496661625,0.46908988413102676,-2.1884055888687612,0.7725364296313365,-0.11072298759838622,5.398191136482276
10,0.7292887087764981,0.8689365925767623,0.1642725493038223,15.080581184803183,0.0919257914619942,0.2637822924180534,-14.351292476026686,0.7770108011147681,-0.09950974311423111,206.5732437064838
10,0.6203506184924633,1.286767084355382,0.2641587307958646,-2.363844711282425,0.17152781067762812,0.3427277631390953,2.984195329774888,1.1152392736777539,-0.0785690323432307,10.155353496646889
10,1.7982606888409705,1.72560810642392,0.20316113081797593,21.471590479133415,0.32166945366067295,0.7286701646761968,-19.673329790292446,1.403938652763247,-0.5255090338582209,389.28710852299747
10,1.3574190342048498,0.9199686404904263,0.4077971732767748,14.373851334476804,0.1528626201988054,0.73382569223275,-13.016432300271955,0.7671060202916209,-0.3260285189559752,170.12225606910332
10,0.8636145986226204,0.6722552371088053,0.3442480169766531,3.619451679821172,0.23409564081514864,0.4596488850227033,-2.7558370811985515,0.43815959629365664,-0.11540086804605021,7.7999392102789535
10,1.2988841488273788,0.5777353052336404,0.23464171127756825,4.869366870916288,0.2846970454002835,0.7238893989617222,-3.570482722088909,0.29303825983335685,-0.48924768768415394,13.073581590365878
10,1.522254083335894,1.6403417898345298,0.3382554962431377,12.488432494262668,0.17594078186719192,0.5621693942878759,-10.966178410926773,1.464401007967338,-0.2239138980447382,122.45167668614978
10,1.7459291116815936,1.9475403659997688,0.1497188893942179,9.853870472125086,0.22298086660990643,0.5679658374711667,-8.107941360443492,1.7245594993898623,-0.4182469480769488,68.88774908090177
10,1.7627431651374081,0.7096585649394342,0.41810692474395605,5.47280439546867,0.4014805607076804,1.0227074572198978,-3.710061230331262,0.30817800423175384,-0.6046005324759417,14.225069818969578
10,1.4977958310443003,1.284598137153679,0.243532193649401,1.8825764035863253,0.45007355811593797,0.7573373145659386,-0.384780572542025,0.834524579037741,-0.5138051209165375,1.1084830643039454
10,1.0654166441373614,1.1940196785044097,0.22055114966565684,2.837855589652828,0.2985697593198738,0.3506389103838056,-1.7724389455154668,0.895449919184536,-0.1300877607181488,3.960293198836234
10,1.075836832059817,1.315329291670983,0.4625888443858188,5.374593591056097,0.2579347326701751,0.6052084052236393,-4.29875675899628,1.0573945590008078,-0.14261956083782046,19.61773326555429
10,1.691037783905444,1.4301091338927703,0.31338443679052863,3.3623346365816786,0.41230112732897656,0.7141137995705688,-1.6712968526762346,1.0178080065637938,-0.4007293627800401,3.9897503301849477
10,0.8727337097216986,1.6159194388590155,0.11341297389431176,9.74039425678172,0.14232425552535388,0.29276613504711035,-8.867660547060021,1.4735951833336616,-0.1793531611527986,80.8390538986445
10,1.7318859570080192,0.6659476054328108,0.4385809166938073,5.7403669016707655,0.3827672716698135,1.308372617707309,-4.008480944662747,0.28318033376299734,-0.8697917010135017,16.90464818830643
10,0.8438770928489623,1.5833788525895995,0.3880146146184298,7.426829262384881,0.1866603246342475,0.5521582251379333,-6.582952169535918,1.396718527955352,-0.16414361051950355,45.3130250376058
10,1.0185439902558793,0.7723965752021384,0.4633802245334514,2.665275589996083,0.31790253269398255,0.6301024662090825,-1.6467315997402037,0.4544940425081559,-0.1667222416756311,2.9460861021276834
10,1.4171813531519717,0.5271652757312608,0.4488495635776606,0.0,,,1.4171813531519717,,,
10,1.560857951470098,0.728808564371392,0.3305153440667253,0.9122952756121776,0.9287539714799478,0.7600245787744015,0.6485626758579204,-0.1999454071085558,-0.42950923470767627,0.6450898930389657
10,1.8883527693601645,1.1762590571061982,0.1452952183363021,0.6909911916390402,1.2262064562319555,0.35692533846771674,1.1973615777211242,-0.0499473991257573,-0.21163012013141463,1.4809567982290845
10,0.582142458233047,1.0027958624688513,0.4211413794392046,150.21495329061028,0.04597914273745132,0.5144684257388932,-149.63281083237723,0.9568167197314,-0.09332704629968858,22390.902285770717
10,1.8797834246191407,1.0195189915489418,0.2387812807584911,3.9504458654145167,0.3509209867313112,0.6209718234255741,-2.0706624407953758,0.6685980048176305,-0.382190542667083,4.880735846670938
10,0.7112855305696998,0.764580479759335,0.2993471090957919,6.003124199116725,0.14114281702048934,0.4098283015324494,-5.291838668547025,0.6234376627388456,-0.11048119243665755,28.404437107133052
10,1.4483964318792957,0.5196416848825005,0.36541494880668424,4.164968507190632,0.3328463009327719,0.9316996330329513,-2.716572075311336,0.1867953839497286,-0.5662846842262671,7.735334699415509
10,1.253292515496864,1.3930775259800656,0.126830590955371,5.30295346815898,0.2614192957648503,0.41541410907905646,-4.049660952662116,1.1316582302152154,-0.28858351812368543,17.763684628462713
10,0.7860315809954999,0.5548245017721423,0.2888267780439997,0.8161353103465606,0.49681113286960843,0.37436221565807,-0.03010372935106076,0.058013368902533835,-0.08553543761407029,0.011588096580093906
10,1.101144591312989,1.3394604969623267,0.162096098372285,20.154659079990875,0.10901819617070964,0.24683207372911206,-19.053514488677887,1.230442300791617,-0.08473597535682706,364.55758281135525
10,1.1131012566471445,0.5380795334905173,0.16246103894647615,0.5746289918007823,0.7056119929443703,0.2804219154824125,0.5384722648463622,-0.16753245945385298,-0.11796087653593637,0.3319342733725542
10,0.846612194882107,1.5078391153980926,0.10788421510174567,25.182915970200867,0.0872506019531738,0.2659502660814349,-24.33630377531876,1.4205885134449188,-0.15806605097968923,594.2987380455982
10,0.8572741715700898,0.6491620891390177,0.19726887639978163,0.0,,,0.8572741715700898,,,
10,1.5021277048559694,0.8074764431237315,0.2172590921044053,0.3161131506448051,1.2826581471890672,0.34739797079530843,1.1860145542111642,-0.4751817040653358,-0.13013887869090313,1.6493643024260685
10,1.8390075666154622,1.7261653426076613,0.2367269406791504,16.47416571691732,0.41924762062797555,0.5765027551764977,-14.635158150301857,1.3069177219796857,-0.33977581449734734,216.01133562048878
10,1.436223361773701,1.1141174782868606,0.3208188723407921,7.849197720418627,0.27992982921304643,0.5485617185605036,-6.412974358644926,0.8341876490738142,-0.22774284621971153,41.87397596250886
10,0.7101697636496789,1.8027019638468693,0.29497247929980547,1.6878540199543999,0.24022522286561163,0.3893190169889073,-0.977684256304721,1.5624767409812577,-0.09434653768910184,3.406101340307449
10,0.9030160390774191,1.3124513219913003,0.35339128793045893,18.213073303082076,0.12063996782818624,0.5958182249633277,-17.31005726400466,1.1918113541631141,-0.24242693703286877,301.1172676068317
10,1.2885352734540287,0.7575189287724553,0.20892293060774758,39.387760840137354,0.17535281598466382,0.5736846493856138,-38.09922556668332,0.5821661127877915,-0.36476171877786623,1452.0229572753806
10,1.4771305825277963,1.7446127055608025,0.1825685087042413,26.787683453561705,0.25783322363883715,0.5882548637600487,-25.31055287103391,1.4867794819219653,-0.40568635505580736,642.9991812839455
10,1.4975550118193832,0.7630569179351744,0.465764778369984,3.0847758419733866,0.44939873499302735,1.0546164967916893,-1.5872208301540034,0.31365818294214703,-0.5888517184217054,2.964397765689528
10,0.7494250531341191,1.6070504246395556,0.1331194671700506,6.645511397466398,0.12749927126906077,0.17981325739353535,-5.8960863443322795,1.4795511533704948,-0.046693790223484744,36.95508610530698
10,1.0335090746974238,1.5785688577763684,0.21884868624927,5.119178128171917,0.2708040873769991,0.34652585289284765,-4.0856690534744935,1.3077647703993693,-0.12767716664357764,18.41924176809901
10,1.5988581458153754,0.8224105678861351,0.11247325402451387,7.219466541794552,0.3043472207560162,0.6132992773294602,-5.620608395979176,0.5180633471301188,-0.5008260233049463,32.11045507821072
10,1.3952642733753338,1.0013658362254412,0.40836488149832884,22.05767907052658,0.31312246209427097,0.834541835760765,-20.662414797151246,0.6882433741311702,-0.4261769542624362,427.5906909879146
10,1.5326035946416041,1.1522410079056193,0.19856081329564274,3.226891465451745,0.42960675187314307,0.5906579053700126,-1.6942878708101408,0.7226342560324763,-0.3920970920743699,3.5465517867791476
10,1.3853460003036306,1.0414608454100402,0.13663282933065368,0.60867789454757,0.6661406825190296,0.5378601408369762,0.7766681057560606,0.37532016289101067,-0.4012273115063225,0.9050619266698336
10,1.8094187538146125,1.5983373296143417,0.4226244591445799,6.23964279623659,0.352139481231436,0.8803584182087522,-4.430224042421978,1.2461978483829057,-0.45773395906417225,21.389414520648476
10,1.2341374454647107,0.8318141627294033,0.4950672031986588,0.0,,,1.2341374454647107,,,
10,1.5461304008702599,0.9460235110588262,0.4697584781506122,0.3445267704334745,1.1768754793655618,0.6550128953555003,1.2016036304367854,-0.2308519683067356,-0.1852544172048881,1.5314631150438793
10,1.7668240978026055,0.9786507098648835,0.43156618966027094,23.067725506281043,0.2994120411554201,1.1615537008836705,-21.30090140847844,0.6792386687094634,-0.7299875112233996,454.72264774933103
10,0.6154298024438137,1.5444331638172097,0.23594998550722646,2.0273805552517596,0.19999457282839217,0.3254712006988771,-1.4119507528079458,1.3444385909888177,-0.08952121519165063,3.8091341012643123
10,1.6860847472584453,0.9781287543981049,0.35035655057480364,1.807957304636401,0.46864926412496444,0.8189965900840839,-0.12187255737795577,0.5094794902731404,-0.46864003950928024,0.4940457578820819
10,1.8051483108513948,0.5319041162755807,0.44988066907367974,1.0653113770008014,0.7953523060765793,1.170668940504354,0.7398369338505935,-0.2634481898009986,-0.7207882714306743,1.1362993696308896
10,1.4412581948275551,1.810515671279508,0.4936333876797181,17.68583748354655,0.12423638854424264,0.9473265179076158,-16.244579288718995,1.6862792827352655,-0.4536931302278977,266.9357315432763
10,0.8581657186524535,0.665711169697092,0.24184886305631062,5.1078782549716415,0.16588059035324593,0.3336579016772379,-4.249712536319188,0.49983057934384606,-0.09180903862092729,18.31831614896817
10,0.5268109021001207,1.9815835846040473,0.27110925349434495,35.735332677449634,0.03879338059149218,0.3220781153029636,-35.20852177534951,1.942790204012555,-0.05096886180861865,1243.4170372069418
10,1.679517521623328,0.6341165034683893,0.26703231031397134,0.26858557882424117,1.5096309708180393,0.4619409809483944,1.410931942799087,-0.87551446734965,-0.19490867063442308,2.795243919637825
10,0.7505509191381128,1.9867529392054648,0.19266868055337738,1.1221959900104448,0.3613139876790955,0.30003422507958233,-0.371645070872332,1.6254389515263692,-0.10736554452620495,2.7916992039942516
10,0.8460047175766381,0.7647920480082624,0.18819448362807015,11.509078854934161,0.12045224284179441,0.42988192399042535,-10.663074137357523,0.6443398051664679,-0.2416874403623552,114.17473666213375
10,1.953653945211217,1.8256788274451385,0.47110091327808523,4.321897159978424,0.32076060808601276,1.0853393166739504,-2.3682432147672072,1.5049182193591257,-0.6142384033958652,8.25064358745626
10,1.5440309270806885,0.7308438595097826,0.4263332499962471,6.111533305962465,0.35952100190513375,0.7824575993155437,-4.567502378881777,0.37132285760464884,-0.3561243493192966,21.126783197848464
10,1.3701293117567168,0.6372302560966323,0.4509843450521521,3.3832464607572548,0.40975269676617165,0.6855820737671807,-2.013117149000538,0.22747755933046065,-0.2345977287150286,4.159422789917248
10,0.6304801398671152,1.1126798196060481,0.2490754068049256,17.841256461564765,0.07770161053995106,0.36976180396259933,-17.21077632169765,1.034978209066097,-0.12068639715767374,297.29656669520904
10,0.830274802924717,1.5248881454893939,0.13045234379612008,1.4236306664414915,0.2848106026836758,0.3317897552872239,-0.5933558635167745,1.240077542805718,-0.2013374114911038,1.9304002462067427
10,1.0217138118532896,1.5170242288385953,0.3262927855983164,14.97992907696831,0.14667790254858146,0.5542536230032944,-13.958215265115019,1.370346326290014,-0.22796083740497797,196.76158858465686
10,1.7758725936413629,1.8009413014397035,0.3833451906860139,6.6294977428296935,0.3314315295925223,0.9261863822749268,-4.85362514918833,1.4695097718471812,-0.5428411915889129,26.011812617673463
10,1.629074959336462,0.7379076579396106,0.45234830367957135,0.3610019058601717,1.12316611498781,0.679423528718927,1.2680730534762903,-0.3852584570481995,-0.22707522503935562,1.807996505506516
10,0.7411398440724624,1.7269505361785933,0.4328536711830968,14.040032735119915,0.09873868439438867,0.5577782846393643,-13.298892891047453,1.6282118517842046,-0.12492461345626749,179.52723212089023
10,0.8897053715962397,1.451008554649417,0.31599415188634217,4.5414652456917874,0.18656927104990698,0.4937876953717972,-3.6517598740955477,1.26443928359951,-0.177793543485455,14.965767424069085
10,1.944488005788492,1.012808249058029,0.3530487572535793,0.9733794905995745,0.8704702210905345,0.8203721681885092,0.9711085151889174,0.1423380279674945,-0.4673234109349299,1.1817030328859564
